Value Set Name,Code System,Code,Code Description,,,
Encephalopathy,SNOMEDCT,442001,Secondary hypopituitarism,,,
Encephalopathy,SNOMEDCT,237711003,Hypothalamic granuloma,,,
Encephalopathy,SNOMEDCT,61484000,Simple partial seizure evolving to complex partial seizure evolving to generalized seizure,,,
Encephalopathy,SNOMEDCT,359629000,Progressive post haemorrhagic ventricular dilatation,,,
Encephalopathy,SNOMEDCT,194069005,Visual cortex disorder due to vascular disorder,,,
Encephalopathy,SNOMEDCT,432151000124107,"Myoclonic seizure, non-refractory",,,
Encephalopathy,SNOMEDCT,253177006,Absence of the vermis,,,
Encephalopathy,SNOMEDCT,200073003,Spinal and epidural anaesthesia-induced headache during the puerperium,,,
Encephalopathy,SNOMEDCT,230295005,Parkinsonism with calcification of basal ganglia,,,
Encephalopathy,SNOMEDCT,42769004,Diffuse Lewy body disease with spongiform cortical change,,,
Encephalopathy,SNOMEDCT,64678009,Non-pregnancy related A-G syndrome,,,
Encephalopathy,SNOMEDCT,91187007,Pituitary dwarfism with small sella turcica,,,
Encephalopathy,SNOMEDCT,191477001,Pathological alcohol intoxication,,,
Encephalopathy,SNOMEDCT,128470003,Pineal gland disorder,,,
Encephalopathy,SNOMEDCT,89261000,Isolated thyrotropin deficiency,,,
Encephalopathy,SNOMEDCT,276599001,Cerebral leucomalacia,,,
Encephalopathy,SNOMEDCT,230301006,Akinetic-rigid form of Huntington's disease,,,
Encephalopathy,SNOMEDCT,341551000000108,Cerebral degeneration in Parkinson's disease,,,
Encephalopathy,SNOMEDCT,8829008,Isolated lutropin deficiency,,,
Encephalopathy,SNOMEDCT,62999006,Adiposogenital dystrophy,,,
Encephalopathy,SNOMEDCT,192791009,Cerebral degeneration in Gaucher's disease,,,
Encephalopathy,SNOMEDCT,230366003,Late infantile and juvenile neuroaxonal dystrophy,,,
Encephalopathy,SNOMEDCT,21244005,Borries' syndrome,,,
Encephalopathy,SNOMEDCT,52274002,Dystonia lenticularis,,,
Encephalopathy,SNOMEDCT,276721005,Cerebral dysgenesis,,,
Encephalopathy,SNOMEDCT,437931000124100,"Chronic migraine without aura, non-refractory",,,
Encephalopathy,SNOMEDCT,200072008,Spinal and epidural anesthesia-induced headache during pregnancy,,,
Encephalopathy,SNOMEDCT,230233000,Progressive cerebellar ataxia,,,
Encephalopathy,SNOMEDCT,6607004,Syringoencephalomyelia,,,
Encephalopathy,SNOMEDCT,447351004,Vanishing white matter disease,,,
Encephalopathy,SNOMEDCT,191510009,"Subacute confusional state, of endocrine origin",,,
Encephalopathy,SNOMEDCT,300993007,Drug-induced orofacial dyskinesia,,,
Encephalopathy,SNOMEDCT,237731004,Loss of hypothalamic inhibition,,,
Encephalopathy,SNOMEDCT,340201000009104,Scrapie,,,
Encephalopathy,SNOMEDCT,230159009,Fungal ventriculitis,,,
Encephalopathy,SNOMEDCT,448866008,Dermoid cyst of occipital lobe of cerebrum,,,
Encephalopathy,SNOMEDCT,432451000124103,Multiphasic acute disseminated encephalomyelitis,,,
Encephalopathy,SNOMEDCT,341551000009109,Sporadic bovine encephalomyelitis,,,
Encephalopathy,SNOMEDCT,262689001,Contusion of cerebrum,,,
Encephalopathy,SNOMEDCT,702437000,Amish lethal microcephaly,,,
Encephalopathy,SNOMEDCT,19233004,Cerebellar contusion with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,372441001,Seizures complicating infection in the newborn,,,
Encephalopathy,SNOMEDCT,31112008,Tuberculous meningoencephalitis,,,
Encephalopathy,SNOMEDCT,87095001,Olfactory seizure,,,
Encephalopathy,SNOMEDCT,223176004,Cerebellar disorder,,,
Encephalopathy,SNOMEDCT,45912004,Organic hallucinosis,,,
Encephalopathy,SNOMEDCT,230377009,Extrapontine myelinolysis,,,
Encephalopathy,SNOMEDCT,267390005,Post-infarction hypopituitarism,,,
Encephalopathy,SNOMEDCT,434321000124107,Clinically isolated syndrome of brainstem,,,
Encephalopathy,SNOMEDCT,32009006,Hallucinogen hallucinosis,,,
Encephalopathy,SNOMEDCT,198438009,Menopausal headache,,,
Encephalopathy,SNOMEDCT,434491000124104,"Idiopathic generalized epilepsy, non-refractory",,,
Encephalopathy,SNOMEDCT,192813004,Cerebral degeneration due to cerebrovascular disease,,,
Encephalopathy,SNOMEDCT,435361000124100,"Juvenile myoclonic epilepsy, non-refractory",,,
Encephalopathy,SNOMEDCT,431161000124101,"Childhood absence epilepsy, non-refractory",,,
Encephalopathy,SNOMEDCT,431071000124107,"Early infantile epileptic encephalopathy, refractory",,,
Encephalopathy,SNOMEDCT,230273006,Frontotemporal degeneration,,,
Encephalopathy,SNOMEDCT,230760006,Cytotoxic cerebral edema,,,
Encephalopathy,SNOMEDCT,230322000,Isolated cervical dystonia,,,
Encephalopathy,SNOMEDCT,46721000,Psychoactive substance-induced organic personality disorder,,,
Encephalopathy,SNOMEDCT,128329001,Disorder of visual cortex,,,
Encephalopathy,SNOMEDCT,237695004,Idiopathic TSH deficiency,,,
Encephalopathy,SNOMEDCT,371116000,Posthemorrhagic hydrocephalus,,,
Encephalopathy,SNOMEDCT,431111000124104,"Lennox-Gastaut syndrome, refractory",,,
Encephalopathy,SNOMEDCT,230230002,Early onset cerebellar ataxia with retinitis pigmentosa and optic atrophy,,,
Encephalopathy,SNOMEDCT,431101000124102,"Benign myoclonic epilepsy in infancy, non-refractory",,,
Encephalopathy,SNOMEDCT,237669001,ACTH hypersecretion,,,
Encephalopathy,SNOMEDCT,65433005,Mechanical complication of ventricular communicating shunt,,,
Encephalopathy,SNOMEDCT,61200008,Pallidonigroluysian degeneration,,,
Encephalopathy,SNOMEDCT,230474003,Chronic cluster headache unremitting from onset,,,
Encephalopathy,SNOMEDCT,416714005,Episodic flashbacks,,,
Encephalopathy,SNOMEDCT,230354009,Drug-induced encephalopathy,,,
Encephalopathy,SNOMEDCT,436611000124103,"Simple partial seizure with motor dysfunction, non-refractory",,,
Encephalopathy,SNOMEDCT,445252005,Glucose transporter protein type 1 deficiency syndrome,,,
Encephalopathy,SNOMEDCT,277478008,Post-asphyxial encephalopathy,,,
Encephalopathy,SNOMEDCT,192812009,Cerebral degeneration due to beriberi,,,
Encephalopathy,SNOMEDCT,95656000,Familial hemiplegic migraine,,,
Encephalopathy,SNOMEDCT,111548007,Syndrome of diencephalo-hypophyseal origin,,,
Encephalopathy,SNOMEDCT,192805000,Non-obstructive hydrocephalus,,,
Encephalopathy,SNOMEDCT,45814002,Birnbaum's syndrome,,,
Encephalopathy,SNOMEDCT,74934004,Psychoactive substance-induced organic withdrawal,,,
Encephalopathy,SNOMEDCT,118951003,Drug-induced nephrogenic diabetes insipidus,,,
Encephalopathy,SNOMEDCT,444980006,Sporadic olivopontocerebellar atrophy,,,
Encephalopathy,SNOMEDCT,6147005,Brain stem laceration with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,333351000009101,Atypical bovine spongiform encephalopathy - L type,,,
Encephalopathy,SNOMEDCT,361272001,Cerebellar ataxia due to alcoholism,,,
Encephalopathy,SNOMEDCT,95628005,Neonatal encephalopathy,,,
Encephalopathy,SNOMEDCT,64337000,Cerebellar laceration with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,262687004,Cerebellar laceration and contusion,,,
Encephalopathy,SNOMEDCT,40230002,Encephalitis due to Langat virus,,,
Encephalopathy,SNOMEDCT,59572000,Necrosis of pituitary,,,
Encephalopathy,SNOMEDCT,87253004,Subarachnoid haemorrhage following injury with open intracranial wound AND moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,213209000,Cerebral anoxia complication,,,
Encephalopathy,SNOMEDCT,230351001,Acquired metabolic and toxic encephalopathies,,,
Encephalopathy,SNOMEDCT,55456003,Disorder of visual cortex associated with inflammatory disorder,,,
Encephalopathy,SNOMEDCT,4898004,Grahmann's syndrome,,,
Encephalopathy,SNOMEDCT,433493000,Acquired torsion dystonia,,,
Encephalopathy,SNOMEDCT,432511000124103,"Atonic seizure, non-refractory",,,
Encephalopathy,SNOMEDCT,81475007,Acquired nephrogenic diabetes insipidus,,,
Encephalopathy,SNOMEDCT,19445006,Opioid-induced psychotic disorder with hallucinations,,,
Encephalopathy,SNOMEDCT,230299004,Juvenile onset Huntington's disease,,,
Encephalopathy,SNOMEDCT,399100005,Disorder of hypothalamus,,,
Encephalopathy,SNOMEDCT,230309008,Kinesiogenic choreoathetosis,,,
Encephalopathy,SNOMEDCT,191508007,"Subacute confusional state, post-traumatic",,,
Encephalopathy,SNOMEDCT,432031000124101,"Infantile spasms, non-refractory",,,
Encephalopathy,SNOMEDCT,466291000000109,"[X]Organic, including symptomatic, mental disorders",,,
Encephalopathy,SNOMEDCT,413808003,Cerebral ventriculomegaly,,,
Encephalopathy,SNOMEDCT,41753008,Macrogenitosomia praecox,,,
Encephalopathy,SNOMEDCT,237675005,Somatotroph hyperplasia,,,
Encephalopathy,SNOMEDCT,864471000000106,Anterior opercular syndrome,,,
Encephalopathy,SNOMEDCT,190472002,Post-infarction panhypopituitarism,,,
Encephalopathy,SNOMEDCT,30057005,Polioencephalopathy,,,
Encephalopathy,SNOMEDCT,60146005,Bailey-Cushing syndrome,,,
Encephalopathy,SNOMEDCT,267386008,Gigantism and acromegaly,,,
Encephalopathy,SNOMEDCT,313301000009106,Polioencephalomalasia,,,
Encephalopathy,SNOMEDCT,237674009,Anterior pituitary hyperplasia,,,
Encephalopathy,SNOMEDCT,389089009,Anoxia of brain,,,
Encephalopathy,SNOMEDCT,191501001,"Acute confusional state, post-traumatic",,,
Encephalopathy,SNOMEDCT,237723009,Pituitary stalk compression,,,
Encephalopathy,SNOMEDCT,241994005,Cerebellar decompression injury,,,
Encephalopathy,SNOMEDCT,19091006,Pallidoluysian degeneration,,,
Encephalopathy,SNOMEDCT,421684006,Adult growth hormone deficiency,,,
Encephalopathy,SNOMEDCT,321301000009100,Hypoxic-ischemic encephalopathy,,,
Encephalopathy,SNOMEDCT,230757004,Transtentorial herniation downwards,,,
Encephalopathy,SNOMEDCT,237694000,Steroid suppression of ACTH secretion,,,
Encephalopathy,SNOMEDCT,230315008,Drug-induced dystonia,,,
Encephalopathy,SNOMEDCT,277476007,Cerebral ventricular distension,,,
Encephalopathy,SNOMEDCT,95641009,Disorder of midbrain,,,
Encephalopathy,SNOMEDCT,230311004,Basal ganglia degeneration with calcification,,,
Encephalopathy,SNOMEDCT,237595008,Abnormality of neurotensine secretion,,,
Encephalopathy,SNOMEDCT,80180004,Pallidonigral degeneration,,,
Encephalopathy,SNOMEDCT,246549008,Absence seizure with atonic components,,,
Encephalopathy,SNOMEDCT,56531003,Ulegyria,,,
Encephalopathy,SNOMEDCT,436031000124102,Anterior inferior cerebellar artery occlusion with infarction,,,
Encephalopathy,SNOMEDCT,209923009,"Brain contusion with open intracranial wound, with more than 24 hours loss of consciousness and return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,95631006,Drowsiness of the newborn,,,
Encephalopathy,SNOMEDCT,46966000,Cerebral compression due to injury,,,
Encephalopathy,SNOMEDCT,230160004,Malignant ventriculitis,,,
Encephalopathy,SNOMEDCT,78879009,Intracranial haemorrhage following injury with open intracranial wound AND concussion,,,
Encephalopathy,SNOMEDCT,7819003,Intracranial hemorrhage following injury with open intracranial wound AND no loss of consciousness,,,
Encephalopathy,SNOMEDCT,230188005,Post-influenza encephalitis,,,
Encephalopathy,SNOMEDCT,77768006,Intracranial haemorrhage following injury with open intracranial wound,,,
Encephalopathy,SNOMEDCT,433961000124100,Cerebral infarction due to cerebral venous thrombosis,,,
Encephalopathy,SNOMEDCT,37650008,Hereditary cerebellar degeneration,,,
Encephalopathy,SNOMEDCT,431991000124107,"Petit mal status, non-refractory",,,
Encephalopathy,SNOMEDCT,89576007,Pallidonigrospinal degeneration,,,
Encephalopathy,SNOMEDCT,230462002,Migraine with typical aura,,,
Encephalopathy,SNOMEDCT,424699007,"Migraine variants, not intractable",,,
Encephalopathy,SNOMEDCT,237729008,Reset hypothalamic osmostat,,,
Encephalopathy,SNOMEDCT,231439009,Toxic confusional state,,,
Encephalopathy,SNOMEDCT,11084005,Isolated follitropin deficiency,,,
Encephalopathy,SNOMEDCT,307212006,Brain ventricular shunt malfunction,,,
Encephalopathy,SNOMEDCT,123759007,Prepuberal hyperpituitarism,,,
Encephalopathy,SNOMEDCT,432501000124101,"Atonic seizure, refractory",,,
Encephalopathy,SNOMEDCT,432161000124109,"Severe myoclonic epilepsy in infancy, non-refractory",,,
Encephalopathy,SNOMEDCT,42369001,Pallidopontonigral degeneration,,,
Encephalopathy,SNOMEDCT,88125005,Henoch's chorea,,,
Encephalopathy,SNOMEDCT,434521000124102,"Atypical absence seizure, refractory",,,
Encephalopathy,SNOMEDCT,61144001,Alcohol-induced psychotic disorder with delusions,,,
Encephalopathy,SNOMEDCT,82346000,Acquired obstructive hydrocephalus,,,
Encephalopathy,SNOMEDCT,58329000,Organic mood disorder of manic type,,,
Encephalopathy,SNOMEDCT,432461000124101,"Post-traumatic epilepsy, refractory",,,
Encephalopathy,SNOMEDCT,429161000124103,"Primary degenerative dementia of the Alzheimer type, senile onset, with behavioral disturbance",,,
Encephalopathy,SNOMEDCT,237727005,Osmoregulation defect - excess thirst,,,
Encephalopathy,SNOMEDCT,230345006,Postencephalitic myoclonus,,,
Encephalopathy,SNOMEDCT,193756007,Charles Bonnet syndrome,,,
Encephalopathy,SNOMEDCT,434511000124105,"Complex partial status epilepticus, non-refractory",,,
Encephalopathy,SNOMEDCT,230236008,Olivopontocerebellar atrophy with blindness,,,
Encephalopathy,SNOMEDCT,237726001,Osmoregulation defect - absent thirst,,,
Encephalopathy,SNOMEDCT,76938004,Infantile encephalopathy AND lactic acidosis,,,
Encephalopathy,SNOMEDCT,192815006,Cerebral degeneration due to neoplastic disease,,,
Encephalopathy,SNOMEDCT,51887003,Tonic seizure,,,
Encephalopathy,SNOMEDCT,246539005,Seizure with structured hallucinations,,,
Encephalopathy,SNOMEDCT,16171003,Double athetosis,,,
Encephalopathy,SNOMEDCT,30278004,Kundrat's syndrome,,,
Encephalopathy,SNOMEDCT,203922009,Anencephalus and similar anomalies,,,
Encephalopathy,SNOMEDCT,444441000124109,"Generalized epilepsy with febrile seizures plus, refractory",,,
Encephalopathy,SNOMEDCT,253176002,Gillespie syndrome,,,
Encephalopathy,SNOMEDCT,702321005,Pentaplegic cerebral palsy,,,
Encephalopathy,SNOMEDCT,58193001,Diplegic cerebral palsy,,,
Encephalopathy,SNOMEDCT,699184009,Perry syndrome,,,
Encephalopathy,SNOMEDCT,76889003,Failed attempted termination of pregnancy with cerebral anoxia,,,
Encephalopathy,SNOMEDCT,609461007,Induced termination of pregnancy complicated by cerebral anoxia,,,
Encephalopathy,SNOMEDCT,230183001,Fungal encephalitis,,,
Encephalopathy,SNOMEDCT,76474001,Herpetic acute necrotizing encephalitis,,,
Encephalopathy,SNOMEDCT,703300001,Hypoxic ischemic encephalopathy,,,
Encephalopathy,SNOMEDCT,77817004,Neu-Laxova syndrome,,,
Encephalopathy,SNOMEDCT,262694001,Traumatic generalized cerebral edema,,,
Encephalopathy,SNOMEDCT,708728007,Traumatic brain injury of unknown intent,,,
Encephalopathy,SNOMEDCT,90253000,Progressive subcortical gliosis,,,
Encephalopathy,SNOMEDCT,85039006,Postpartum amenorrhea-galactorrhea syndrome,,,
Encephalopathy,SNOMEDCT,20900005,Nonfamilial asexual dwarfism,,,
Encephalopathy,SNOMEDCT,192859002,Fragments of torsion dystonia,,,
Encephalopathy,SNOMEDCT,37739004,Mood disorder due to a general medical condition,,,
Encephalopathy,SNOMEDCT,67930001,Syringoencephalia,,,
Encephalopathy,SNOMEDCT,237672008,LH hypersecretion,,,
Encephalopathy,SNOMEDCT,40673001,Post-encephalitic syndrome,,,
Encephalopathy,SNOMEDCT,230756008,Transtentorial hernia,,,
Encephalopathy,SNOMEDCT,267388009,Idiopathic hypopituitarism,,,
Encephalopathy,SNOMEDCT,68107009,Cerebral paresis with homolateral ataxia,,,
Encephalopathy,SNOMEDCT,420932006,Episodic ataxia type 2,,,
Encephalopathy,SNOMEDCT,265377002,Symptomatic parkinsonism,,,
Encephalopathy,SNOMEDCT,237686007,Ateliotic dwarf,,,
Encephalopathy,SNOMEDCT,279982005,Cerebral degeneration presenting primarily with dementia,,,
Encephalopathy,SNOMEDCT,230300007,Late onset Huntington's disease,,,
Encephalopathy,SNOMEDCT,230246005,Progressive bulbar palsy of childhood,,,
Encephalopathy,SNOMEDCT,417017003,Acute cerebellar syndrome,,,
Encephalopathy,SNOMEDCT,51075009,Complex partial seizure evolving to generalized seizure,,,
Encephalopathy,SNOMEDCT,246528007,Simple partial seizure with focal motor signs without march,,,
Encephalopathy,SNOMEDCT,246529004,Simple partial seizure with focal motor signs with march,,,
Encephalopathy,SNOMEDCT,77450009,Unclassified epileptic seizures,,,
Encephalopathy,SNOMEDCT,230755007,Upwards herniation of cerebellum,,,
Encephalopathy,SNOMEDCT,434291000124103,"Myoclonic seizure, refractory",,,
Encephalopathy,SNOMEDCT,246546001,Absence seizure with impairment of consciousness only,,,
Encephalopathy,SNOMEDCT,5321000124109,Temporal lobe epilepsy with mesial temporal sclerosis,,,
Encephalopathy,SNOMEDCT,432291000124105,"Temporal lobe epilepsy, non-refractory",,,
Encephalopathy,SNOMEDCT,231442003,Organic catatonic disorder,,,
Encephalopathy,SNOMEDCT,231452004,Limbic epilepsy personality syndrome,,,
Encephalopathy,SNOMEDCT,51568001,Brain stem vertigo,,,
Encephalopathy,SNOMEDCT,80599001,Isolated corticotropin deficiency,,,
Encephalopathy,SNOMEDCT,91377003,Transient hyperprolactinaemia,,,
Encephalopathy,SNOMEDCT,360361000,Thyrotoxicosis due to inappropriate TSH secretion,,,
Encephalopathy,SNOMEDCT,432571000124107,"Typical absence seizure, refractory",,,
Encephalopathy,SNOMEDCT,813921000000104,Spastic hemiplegic cerebral palsy,,,
Encephalopathy,SNOMEDCT,230229007,Early onset cerebellar ataxia with hypogonadism,,,
Encephalopathy,SNOMEDCT,254970000,Benign tumor of olfactory tract,,,
Encephalopathy,SNOMEDCT,254955001,Pituitary carcinoma,,,
Encephalopathy,SNOMEDCT,7990002,Immunoglobulinemia with isolated somatotropin deficiency,,,
Encephalopathy,SNOMEDCT,237720007,Hamartoma of pituitary and hypothalamus,,,
Encephalopathy,SNOMEDCT,254942002,Tumour of choroid plexus,,,
Encephalopathy,SNOMEDCT,237688008,Idiopathic growth hormone deficiency,,,
Encephalopathy,SNOMEDCT,698999002,Atresia of aqueduct of Sylvius,,,
Encephalopathy,SNOMEDCT,430821000124108,"Benign familial neonatal seizures, non-refractory",,,
Encephalopathy,SNOMEDCT,246550008,Absence seizure with tonic components,,,
Encephalopathy,SNOMEDCT,92905000,Congenital abnormal shape of cerebrum,,,
Encephalopathy,SNOMEDCT,230320008,Autosomal recessive idiopathic familial dystonia,,,
Encephalopathy,SNOMEDCT,230777006,Monoplegic cerebral palsy affecting upper limb,,,
Encephalopathy,SNOMEDCT,230784003,Congenital pseudobulbar palsy,,,
Encephalopathy,SNOMEDCT,253142006,Atrophy of corpus callosum,,,
Encephalopathy,SNOMEDCT,253107007,Nasopharyngeal encephalocele,,,
