code_type,code_value,description,hcc_id
ICD10CM,C81.02,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",10
ICD10CM,C81.03,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C81.04,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C81.05,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C81.06,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",10
ICD10CM,C81.07,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen",10
ICD10CM,C81.08,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",10
ICD10CM,C81.09,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",10
ICD10CM,C81.10,"Nodular sclerosis Hodgkin lymphoma, unspecified site",10
ICD10CM,C81.11,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C81.12,"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes",10
ICD10CM,C81.13,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C81.14,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C81.15,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C81.16,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes",10
ICD10CM,C81.17,"Nodular sclerosis Hodgkin lymphoma, spleen",10
ICD10CM,C81.18,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",10
ICD10CM,C81.19,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",10
ICD10CM,C81.20,"Mixed cellularity Hodgkin lymphoma, unspecified site",10
ICD10CM,C81.21,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C81.22,"Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes",10
ICD10CM,C81.23,"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C81.24,"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C81.25,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C81.26,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes",10
ICD10CM,C81.27,"Mixed cellularity Hodgkin lymphoma, spleen",10
ICD10CM,C81.28,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",10
ICD10CM,C81.29,"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites",10
ICD10CM,C81.30,"Lymphocyte depleted Hodgkin lymphoma, unspecified site",10
ICD10CM,C81.31,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C81.32,"Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes",10
ICD10CM,C81.33,"Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C81.34,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C81.35,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C81.36,"Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes",10
ICD10CM,C81.37,"Lymphocyte depleted Hodgkin lymphoma, spleen",10
ICD10CM,C81.38,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites",10
ICD10CM,C81.39,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",10
ICD10CM,C81.40,"Lymphocyte-rich Hodgkin lymphoma, unspecified site",10
ICD10CM,C81.41,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C81.42,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes",10
ICD10CM,C81.43,"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C81.44,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C81.45,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C81.46,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes",10
ICD10CM,C81.47,"Lymphocyte-rich Hodgkin lymphoma, spleen",10
ICD10CM,C81.48,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites",10
ICD10CM,C81.49,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites",10
ICD10CM,C81.70,"Other Hodgkin lymphoma, unspecified site",10
ICD10CM,C81.71,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C81.72,"Other Hodgkin lymphoma, intrathoracic lymph nodes",10
ICD10CM,C81.73,"Other Hodgkin lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C81.74,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C81.75,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C81.76,"Other Hodgkin lymphoma, intrapelvic lymph nodes",10
ICD10CM,C81.77,"Other Hodgkin lymphoma, spleen",10
ICD10CM,C81.78,"Other Hodgkin lymphoma, lymph nodes of multiple sites",10
ICD10CM,C81.79,"Other Hodgkin lymphoma, extranodal and solid organ sites",10
ICD10CM,C81.90,"Hodgkin lymphoma, unspecified, unspecified site",10
ICD10CM,C81.91,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",10
ICD10CM,C81.92,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",10
ICD10CM,C81.93,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",10
ICD10CM,C81.94,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",10
ICD10CM,C81.95,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",10
ICD10CM,C81.96,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",10
ICD10CM,C81.97,"Hodgkin lymphoma, unspecified, spleen",10
ICD10CM,C81.98,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",10
ICD10CM,C81.99,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites",10
ICD10CM,C82.00,"Follicular lymphoma grade I, unspecified site",10
ICD10CM,C82.01,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",10
ICD10CM,C82.02,"Follicular lymphoma grade I, intrathoracic lymph nodes",10
ICD10CM,C82.03,"Follicular lymphoma grade I, intra-abdominal lymph nodes",10
ICD10CM,C82.04,"Follicular lymphoma grade I, lymph nodes of axilla and upper limb",10
ICD10CM,C82.05,"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.06,"Follicular lymphoma grade I, intrapelvic lymph nodes",10
ICD10CM,C82.07,"Follicular lymphoma grade I, spleen",10
ICD10CM,C82.08,"Follicular lymphoma grade I, lymph nodes of multiple sites",10
ICD10CM,C82.09,"Follicular lymphoma grade I, extranodal and solid organ sites",10
ICD10CM,C82.10,"Follicular lymphoma grade II, unspecified site",10
ICD10CM,C82.11,"Follicular lymphoma grade II, lymph nodes of head, face, and neck",10
ICD10CM,C82.12,"Follicular lymphoma grade II, intrathoracic lymph nodes",10
ICD10CM,C82.13,"Follicular lymphoma grade II, intra-abdominal lymph nodes",10
ICD10CM,C82.14,"Follicular lymphoma grade II, lymph nodes of axilla and upper limb",10
ICD10CM,C82.15,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.16,"Follicular lymphoma grade II, intrapelvic lymph nodes",10
ICD10CM,C82.17,"Follicular lymphoma grade II, spleen",10
ICD10CM,C82.18,"Follicular lymphoma grade II, lymph nodes of multiple sites",10
ICD10CM,C82.19,"Follicular lymphoma grade II, extranodal and solid organ sites",10
ICD10CM,C82.20,"Follicular lymphoma grade III, unspecified, unspecified site",10
ICD10CM,C82.21,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",10
ICD10CM,C82.22,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",10
ICD10CM,C82.23,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",10
ICD10CM,C82.24,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",10
ICD10CM,C82.25,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.26,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",10
ICD10CM,C82.27,"Follicular lymphoma grade III, unspecified, spleen",10
ICD10CM,C82.28,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",10
ICD10CM,C82.29,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",10
ICD10CM,C82.30,"Follicular lymphoma grade IIIa, unspecified site",10
ICD10CM,C82.31,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",10
ICD10CM,C82.32,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",10
ICD10CM,C82.33,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",10
ICD10CM,C82.34,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",10
ICD10CM,C82.35,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.36,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",10
ICD10CM,C82.37,"Follicular lymphoma grade IIIa, spleen",10
ICD10CM,C82.38,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",10
ICD10CM,C82.39,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",10
ICD10CM,C82.40,"Follicular lymphoma grade IIIb, unspecified site",10
ICD10CM,C82.41,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",10
ICD10CM,C82.42,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",10
ICD10CM,C82.43,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",10
ICD10CM,C82.44,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",10
ICD10CM,C82.45,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.46,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",10
ICD10CM,C82.47,"Follicular lymphoma grade IIIb, spleen",10
ICD10CM,C82.48,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",10
ICD10CM,C82.49,"Follicular lymphoma grade IIIb, extranodal and solid organ sites",10
ICD10CM,C82.50,"Diffuse follicle center lymphoma, unspecified site",10
ICD10CM,C82.51,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C82.52,"Diffuse follicle center lymphoma, intrathoracic lymph nodes",10
ICD10CM,C82.53,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C82.54,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C82.55,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.56,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",10
ICD10CM,C82.57,"Diffuse follicle center lymphoma, spleen",10
ICD10CM,C82.58,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",10
ICD10CM,C82.59,"Diffuse follicle center lymphoma, extranodal and solid organ sites",10
ICD10CM,C82.60,"Cutaneous follicle center lymphoma, unspecified site",10
ICD10CM,C82.61,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C82.62,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",10
ICD10CM,C82.63,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C82.64,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C82.65,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.66,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",10
ICD10CM,C82.67,"Cutaneous follicle center lymphoma, spleen",10
ICD10CM,C82.68,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",10
ICD10CM,C82.69,"Cutaneous follicle center lymphoma, extranodal and solid organ sites",10
ICD10CM,C82.80,"Other types of follicular lymphoma, unspecified site",10
ICD10CM,C82.81,"Other types of follicular lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C82.82,"Other types of follicular lymphoma, intrathoracic lymph nodes",10
ICD10CM,C82.83,"Other types of follicular lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C82.84,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C82.85,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.86,"Other types of follicular lymphoma, intrapelvic lymph nodes",10
ICD10CM,C82.87,"Other types of follicular lymphoma, spleen",10
ICD10CM,C82.88,"Other types of follicular lymphoma, lymph nodes of multiple sites",10
ICD10CM,C82.89,"Other types of follicular lymphoma, extranodal and solid organ sites",10
ICD10CM,C82.90,"Follicular lymphoma, unspecified, unspecified site",10
ICD10CM,C82.91,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",10
ICD10CM,C82.92,"Follicular lymphoma, unspecified, intrathoracic lymph nodes",10
ICD10CM,C82.93,"Follicular lymphoma, unspecified, intra-abdominal lymph nodes",10
ICD10CM,C82.94,"Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb",10
ICD10CM,C82.95,"Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",10
ICD10CM,C82.96,"Follicular lymphoma, unspecified, intrapelvic lymph nodes",10
ICD10CM,C82.97,"Follicular lymphoma, unspecified, spleen",10
ICD10CM,C82.98,"Follicular lymphoma, unspecified, lymph nodes of multiple sites",10
ICD10CM,C82.99,"Follicular lymphoma, unspecified, extranodal and solid organ sites",10
ICD10CM,C83.00,"Small cell B-cell lymphoma, unspecified site",10
ICD10CM,C83.01,"Small cell B-cell lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C83.02,"Small cell B-cell lymphoma, intrathoracic lymph nodes",10
ICD10CM,C83.03,"Small cell B-cell lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C83.04,"Small cell B-cell lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C83.05,"Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C83.06,"Small cell B-cell lymphoma, intrapelvic lymph nodes",10
ICD10CM,C83.07,"Small cell B-cell lymphoma, spleen",10
ICD10CM,C83.08,"Small cell B-cell lymphoma, lymph nodes of multiple sites",10
ICD10CM,C83.09,"Small cell B-cell lymphoma, extranodal and solid organ sites",10
ICD10CM,C83.10,"Mantle cell lymphoma, unspecified site",10
ICD10CM,C83.11,"Mantle cell lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C83.12,"Mantle cell lymphoma, intrathoracic lymph nodes",10
ICD10CM,C83.13,"Mantle cell lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C83.14,"Mantle cell lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C83.15,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C83.16,"Mantle cell lymphoma, intrapelvic lymph nodes",10
ICD10CM,C83.17,"Mantle cell lymphoma, spleen",10
ICD10CM,C83.18,"Mantle cell lymphoma, lymph nodes of multiple sites",10
ICD10CM,C83.19,"Mantle cell lymphoma, extranodal and solid organ sites",10
ICD10CM,C83.30,"Diffuse large B-cell lymphoma, unspecified site",10
ICD10CM,C83.31,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C83.32,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",10
ICD10CM,C83.33,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C83.34,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C83.35,"Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C83.36,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes",10
ICD10CM,C83.37,"Diffuse large B-cell lymphoma, spleen",10
ICD10CM,C83.38,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",10
ICD10CM,C83.39,"Diffuse large B-cell lymphoma, extranodal and solid organ sites",10
ICD10CM,C83.50,"Lymphoblastic (diffuse) lymphoma, unspecified site",10
ICD10CM,C83.51,"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C83.52,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",10
ICD10CM,C83.53,"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C83.54,"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C83.55,"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C83.56,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",10
ICD10CM,C83.57,"Lymphoblastic (diffuse) lymphoma, spleen",10
ICD10CM,C83.58,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites",10
ICD10CM,C83.59,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",10
ICD10CM,C83.70,"Burkitt lymphoma, unspecified site",10
ICD10CM,C83.71,"Burkitt lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C83.72,"Burkitt lymphoma, intrathoracic lymph nodes",10
ICD10CM,C83.73,"Burkitt lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C83.74,"Burkitt lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C83.75,"Burkitt lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C83.76,"Burkitt lymphoma, intrapelvic lymph nodes",10
ICD10CM,C83.77,"Burkitt lymphoma, spleen",10
ICD10CM,C83.78,"Burkitt lymphoma, lymph nodes of multiple sites",10
ICD10CM,C83.79,"Burkitt lymphoma, extranodal and solid organ sites",10
ICD10CM,C83.80,"Other non-follicular lymphoma, unspecified site",10
ICD10CM,C83.81,"Other non-follicular lymphoma, lymph nodes of head, face, and neck",10
ICD10CM,C83.82,"Other non-follicular lymphoma, intrathoracic lymph nodes",10
ICD10CM,C83.83,"Other non-follicular lymphoma, intra-abdominal lymph nodes",10
ICD10CM,C83.84,"Other non-follicular lymphoma, lymph nodes of axilla and upper limb",10
ICD10CM,C83.85,"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",10
ICD10CM,C83.86,"Other non-follicular lymphoma, intrapelvic lymph nodes",10
ICD10CM,C83.87,"Other non-follicular lymphoma, spleen",10
ICD10CM,C83.88,"Other non-follicular lymphoma, lymph nodes of multiple sites",10
ICD10CM,C83.89,"Other non-follicular lymphoma, extranodal and solid organ sites",10
ICD10CM,C83.90,"Non-follicular (diffuse) lymphoma, unspecified, unspecified site",10
ICD10CM,C83.91,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",10
ICD10CM,C83.92,"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",10
ICD10CM,C83.93,"Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes",10
ICD10CM,C83.94,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",10
ICD10CM,C83.95,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",10
ICD10CM,C83.96,"Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes",10
ICD10CM,C83.97,"Non-follicular (diffuse) lymphoma, unspecified, spleen",10
ICD10CM,C83.98,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",10
ICD10CM,C83.99,"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites",10
ICD10CM,C84.00,"Mycosis fungoides, unspecified site",10
ICD10CM,C84.01,"Mycosis fungoides, lymph nodes of head, face, and neck",10
